Store_ID,Month,Region,Product Mix,Inventory–Local Demand Match,Customer Loyalty & Engagement,Promotions & Pricing Effectiveness,Competitor New Stores,Competitor Ad Spend (₱),Sales Decline,Customer Basket Size,Customer Trip Frequency,Inventory Holding Costs (₱),Market Share in Region,Customer Preference Alignment
S0179,2024-12,Other,New Products,High,Strong,Effective,1,244.43,5.93,3.02,2.38,97205,11.45,High
S0084,2025-02,Midwest,Standard,Medium,Strong,Effective,1,95.81,7.03,3.64,1.15,81125,11.7,Low
S0069,2025-09,Midwest,Specialty,High,Strong,Effective,1,219.63,12.64,2.32,1.26,82878,9.76,Low
S0005,2024-05,Midwest,Specialty,Medium,Strong,Ineffective,0,146.95,16.34,2.11,1.82,103043,11.52,Low
S0119,2025-12,Southeast,Standard,Low,Strong,Effective,1,220.97,10.27,3.39,1.71,146939,11.41,Low
S0085,2024-01,Midwest,Specialty,Low,Strong,Effective,0,296.43,12.04,1.25,1.85,139479,10.25,Low
S0072,2025-02,Southeast,Standard,High,Moderate,Ineffective,0,383.96,19.64,1.76,1.18,90938,9.6,Low
S0195,2025-05,Midwest,New Products,High,Strong,Ineffective,2,340.8,7.47,2.69,1.41,66391,12.17,High
S0066,2025-07,Southeast,Standard,High,Moderate,Ineffective,0,277.49,17.56,2.51,1.29,79781,9.5,Low
S0040,2025-05,Other,Standard,Medium,Moderate,Ineffective,1,272.22,13.19,2.92,1.4,134956,9.12,Low
S0165,2025-03,Southeast,New Products,Medium,Moderate,Ineffective,1,417.72,29.31,1.98,0.98,166831,4.64,High
S0157,2025-02,Midwest,New Products,Low,Strong,Effective,1,114.02,12.64,2.03,2.06,103425,10.19,High
S0031,2025-03,Other,Specialty,Medium,Strong,Effective,0,230.82,3.83,3.02,2.07,75450,14.74,Low
S0101,2025-05,Other,Standard,Medium,Moderate,Effective,0,204.39,14.97,2.95,1.27,127024,9.8,Low
S0152,2025-04,Other,New Products,High,Strong,Effective,0,526.14,8.19,2.76,1.0,97637,12.06,High
S0090,2024-03,Southeast,Standard,Low,Strong,Effective,0,357.62,14.33,2.5,1.82,137266,10.92,Low
S0062,2025-12,Southeast,Standard,Medium,Strong,Ineffective,1,440.53,17.89,2.56,0.58,112999,7.1,Low
S0199,2024-06,Midwest,New Products,Low,Weak,Effective,1,241.34,22.65,3.37,1.0,159695,7.25,High
S0097,2024-02,Southeast,Standard,Low,Moderate,Effective,1,202.4,22.36,1.75,1.31,140348,6.76,Low
S0142,2025-03,Southeast,Standard,Low,Strong,Effective,0,267.56,8.7,3.24,1.23,102467,13.29,Low
S0020,2025-01,Southeast,Standard,Low,Strong,Ineffective,0,848.48,25.07,2.82,2.14,160909,7.27,Low
S0177,2025-07,Southeast,New Products,Low,Weak,Ineffective,0,263.27,22.26,2.97,1.37,172807,9.59,High
S0140,2025-06,Midwest,Standard,Low,Weak,Ineffective,0,923.61,21.72,3.77,1.35,131768,7.46,Low
S0181,2024-05,Other,New Products,Low,Moderate,Effective,0,247.11,11.47,3.3,1.79,119929,11.37,High
S0197,2024-07,Southeast,New Products,High,Strong,Effective,1,316.83,6.06,2.42,1.62,65868,13.47,High
S0153,2025-08,Midwest,New Products,Medium,Moderate,Effective,1,211.25,13.36,2.38,2.17,129180,9.56,High
S0146,2024-01,Midwest,Standard,Medium,Moderate,Ineffective,1,268.9,16.68,3.97,2.23,111557,9.32,Low
S0186,2024-08,Other,New Products,Medium,Moderate,Ineffective,0,77.09,11.61,2.04,1.28,87546,11.61,High
S0151,2024-08,Other,New Products,High,Strong,Ineffective,0,186.61,6.31,3.62,1.9,33317,12.45,High
S0187,2024-10,Southeast,New Products,Low,Moderate,Effective,0,116.74,17.67,2.67,2.2,149150,8.5,High
S0079,2025-10,Southeast,Standard,Medium,Strong,Effective,2,562.64,11.95,2.92,1.58,103972,9.45,Low
S0072,2025-06,Southeast,Standard,High,Strong,Ineffective,1,385.54,8.18,3.84,1.91,68358,10.96,Low
S0171,2024-03,Midwest,New Products,Low,Weak,Effective,0,116.33,15.79,3.0,1.23,133452,11.65,High
S0157,2024-06,Midwest,New Products,Medium,Strong,Ineffective,0,581.46,18.6,2.91,1.19,127670,10.33,High
S0071,2025-03,Midwest,Standard,High,Moderate,Ineffective,0,612.5,15.68,3.04,1.04,88955,9.31,Low
S0051,2025-01,Midwest,Standard,Medium,Moderate,Ineffective,1,122.81,15.59,2.54,1.78,103970,8.88,Low
S0192,2025-05,Midwest,New Products,High,Moderate,Effective,0,321.68,9.24,2.84,1.39,75798,11.24,High
S0010,2025-03,Southeast,Standard,Low,Moderate,Effective,1,183.63,16.34,2.56,1.4,115706,9.3,Low
S0016,2025-02,Midwest,Specialty,Medium,Moderate,Ineffective,0,149.54,18.21,2.24,1.01,108376,7.86,Low
S0070,2024-07,Southeast,Specialty,High,Strong,Effective,0,531.75,11.07,2.89,1.86,79285,12.05,Low
S0121,2025-01,Southeast,Specialty,High,Strong,Effective,0,252.13,9.66,4.29,1.58,86653,14.05,Low
S0051,2024-05,Midwest,Standard,Low,Weak,Ineffective,2,194.24,23.25,2.47,1.39,167168,6.74,Low
S0096,2024-08,Southeast,Standard,Low,Weak,Ineffective,0,385.82,19.25,3.26,1.64,154727,9.28,Low
S0057,2025-07,Southeast,Standard,Low,Weak,Ineffective,0,275.75,20.96,3.38,1.79,177644,10.43,Low
S0204,2025-01,Midwest,New Products,Medium,Strong,Ineffective,2,173.45,15.32,3.06,0.77,103055,8.28,High
S0060,2025-11,Midwest,Standard,Medium,Weak,Effective,0,358.82,18.02,3.53,1.89,119519,8.77,Low
S0190,2025-07,Midwest,New Products,High,Moderate,Ineffective,1,534.42,15.98,2.37,1.5,92380,8.57,High
S0164,2025-06,Midwest,New Products,Medium,Moderate,Ineffective,1,249.33,16.64,2.59,1.09,119491,10.54,High
S0122,2024-03,Southeast,Standard,High,Moderate,Ineffective,0,278.15,14.26,2.58,1.28,90202,12.03,Low
S0080,2025-02,Other,Standard,Medium,Moderate,Effective,0,584.26,8.05,3.25,0.94,107435,12.97,Low
S0144,2024-08,Southeast,Standard,High,Moderate,Effective,1,266.66,13.08,1.97,1.35,85529,11.49,Low
S0128,2025-03,Midwest,Specialty,Medium,Moderate,Ineffective,0,331.36,10.18,2.65,2.25,119368,11.15,Low
S0095,2025-07,Midwest,Specialty,Medium,Moderate,Effective,1,235.99,10.56,2.8,1.23,99539,9.7,Low
S0136,2024-01,Midwest,Specialty,High,Strong,Effective,2,207.92,8.49,3.77,1.64,58477,12.96,Low
S0163,2024-04,Midwest,New Products,High,Moderate,Ineffective,0,172.66,8.29,2.88,1.58,77147,11.64,High
S0123,2024-05,Midwest,Standard,Medium,Strong,Effective,1,178.34,7.21,2.98,1.15,81783,10.34,Low
S0028,2025-11,Midwest,Specialty,Medium,Weak,Effective,0,239.91,19.8,3.0,1.86,145798,9.95,Low
S0184,2025-07,Midwest,New Products,Medium,Strong,Ineffective,2,404.13,19.45,2.43,1.17,142415,8.62,High
S0158,2025-04,Other,New Products,High,Weak,Ineffective,0,165.95,8.21,3.43,1.27,55642,12.59,High
S0090,2025-07,Southeast,Standard,High,Moderate,Ineffective,1,434.92,18.3,2.88,1.31,109458,9.24,Low
S0032,2025-09,Other,Specialty,High,Moderate,Effective,0,275.24,8.38,2.91,1.58,64119,13.28,Low
S0114,2024-11,Southeast,Standard,Medium,Moderate,Ineffective,0,156.5,13.92,2.7,1.19,111033,11.32,Low
S0025,2025-02,Other,Specialty,High,Strong,Ineffective,0,236.96,1.56,2.72,1.1,62283,14.78,Low
S0024,2024-10,Other,Standard,Medium,Strong,Effective,0,338.52,6.59,2.81,1.15,53110,14.07,Low
S0050,2025-10,Midwest,Standard,Medium,Strong,Ineffective,0,261.2,18.02,3.4,1.37,125088,10.82,Low
S0160,2025-07,Other,New Products,High,Strong,Effective,1,147.11,0.81,3.06,1.89,53747,14.0,High
S0080,2025-12,Other,Standard,Medium,Strong,Ineffective,0,68.83,7.63,3.71,1.26,81054,14.79,Low
S0007,2024-06,Other,Standard,High,Strong,Effective,0,209.11,4.1,3.36,1.79,48346,13.28,Low
S0208,2024-08,Other,New Products,Medium,Moderate,Effective,0,236.82,2.63,3.16,1.49,82230,14.42,High
S0157,2025-04,Midwest,New Products,Medium,Moderate,Ineffective,0,476.05,23.44,1.84,1.32,169262,7.03,High
S0098,2025-03,Midwest,Standard,Medium,Moderate,Ineffective,0,300.66,16.6,2.66,1.14,122236,10.93,Low
S0119,2024-11,Southeast,Standard,Low,Weak,Ineffective,0,183.3,22.78,3.11,1.2,150039,9.12,Low
S0093,2025-06,Southeast,Standard,Medium,Strong,Effective,1,293.91,7.35,2.96,0.86,104395,11.42,Low
S0154,2025-01,Southeast,New Products,Medium,Strong,Ineffective,2,275.58,10.34,2.82,1.28,94321,9.51,High
S0001,2025-01,Other,Standard,High,Strong,Ineffective,0,378.91,15.08,3.37,2.07,85060,10.14,Low
S0168,2025-12,Other,New Products,Medium,Strong,Effective,0,298.23,7.88,2.2,1.43,112319,13.62,High
S0208,2025-05,Other,New Products,High,Moderate,Effective,0,582.83,15.34,2.45,0.93,138657,11.31,High
S0065,2024-03,Southeast,Standard,High,Strong,Effective,0,196.56,3.04,2.72,1.26,46774,14.08,Low
S0068,2025-01,Midwest,Standard,Low,Weak,Effective,0,495.79,13.43,3.26,1.41,143283,11.23,Low
S0157,2024-08,Midwest,New Products,Low,Moderate,Ineffective,1,590.65,23.15,1.95,0.8,159910,7.22,High
S0034,2025-09,Southeast,Standard,High,Strong,Effective,0,346.17,13.5,2.43,1.81,78970,11.24,Low
S0106,2025-02,Other,Standard,Medium,Strong,Ineffective,1,336.55,7.86,2.6,1.77,99844,12.06,Low
S0038,2025-12,Southeast,Standard,Medium,Weak,Effective,0,149.75,13.43,2.25,2.25,90164,10.78,Low
S0027,2025-07,Southeast,Standard,High,Moderate,Effective,0,184.45,9.34,3.65,1.98,62920,10.03,Low
S0153,2025-07,Midwest,New Products,Medium,Strong,Ineffective,1,338.59,14.94,3.86,1.92,142659,9.0,High
S0190,2024-10,Midwest,New Products,Medium,Strong,Ineffective,0,183.15,15.73,2.03,1.47,131885,11.39,High
S0017,2024-10,Southeast,Standard,Medium,Strong,Ineffective,0,300.46,14.2,2.75,1.31,108164,13.07,Low
S0174,2024-03,Other,New Products,High,Strong,Effective,0,210.13,0.0,2.54,2.1,39243,14.82,High
S0171,2025-07,Midwest,New Products,High,Weak,Ineffective,0,193.67,13.83,4.06,1.6,116887,9.62,High
S0208,2024-05,Other,New Products,High,Strong,Ineffective,1,565.61,13.1,2.63,2.25,77707,10.52,High
S0143,2024-11,Other,Standard,Medium,Moderate,Effective,0,207.53,6.61,3.0,1.95,108128,13.59,Low
S0051,2025-10,Midwest,Standard,High,Strong,Effective,1,870.81,11.25,2.45,1.27,84314,11.3,Low
S0179,2024-09,Other,New Products,High,Moderate,Ineffective,1,136.9,11.19,3.37,1.37,107186,11.54,High
S0050,2024-12,Midwest,Standard,Low,Weak,Ineffective,0,184.3,24.86,1.93,1.23,153678,9.7,Low
S0110,2024-07,Other,Specialty,High,Weak,Effective,1,357.82,7.85,2.86,1.37,87530,10.96,Low
S0060,2025-10,Midwest,Standard,High,Moderate,Effective,2,142.73,8.74,3.03,1.68,54813,10.17,Low
S0152,2024-12,Other,New Products,High,Strong,Effective,0,678.7,5.11,2.67,1.83,76907,12.25,High
S0140,2024-12,Midwest,Standard,Medium,Weak,Effective,1,201.24,14.96,3.01,1.34,128949,9.31,Low
S0180,2025-09,Other,New Products,High,Strong,Effective,0,78.69,0.74,3.73,1.55,85994,13.76,High
S0166,2024-12,Southeast,New Products,Low,Strong,Effective,0,224.21,5.9,2.72,2.0,128040,12.33,High
S0117,2025-07,Other,Specialty,High,Strong,Ineffective,0,610.12,15.02,4.07,1.58,71576,9.81,Low
S0169,2024-04,Midwest,New Products,Medium,Moderate,Ineffective,1,441.12,17.93,3.3,1.23,120949,7.9,High
S0021,2024-12,Other,Standard,High,Moderate,Ineffective,1,235.96,15.11,3.32,1.32,105390,9.56,Low
S0143,2025-09,Other,Standard,High,Strong,Effective,1,205.0,3.78,2.95,1.4,87208,11.6,Low
S0060,2025-06,Midwest,Standard,Medium,Weak,Effective,1,316.45,18.72,2.93,1.79,119439,8.82,Low
S0033,2025-08,Midwest,Standard,Low,Moderate,Ineffective,1,453.95,22.0,3.54,1.4,156021,6.08,Low
S0006,2025-01,Other,Specialty,Medium,Moderate,Effective,0,431.17,10.04,3.41,1.42,112624,15.58,Low
S0156,2025-10,Other,New Products,Medium,Weak,Ineffective,1,156.65,13.91,2.17,1.64,137744,10.74,High
S0155,2024-07,Midwest,New Products,High,Strong,Ineffective,1,178.81,8.97,2.94,1.67,98117,12.66,High
S0158,2024-03,Other,New Products,Medium,Strong,Ineffective,3,324.01,10.96,3.35,1.55,126889,9.9,High
S0111,2024-09,Southeast,Specialty,High,Strong,Ineffective,0,410.18,18.24,2.76,1.27,77182,10.83,Low
S0057,2024-08,Southeast,Standard,Medium,Strong,Ineffective,1,86.78,20.06,3.05,1.0,166161,6.71,Low
S0198,2024-02,Other,New Products,High,Strong,Effective,0,258.76,1.81,3.32,1.9,40685,15.18,High
S0114,2025-09,Southeast,Standard,Low,Weak,Ineffective,0,245.32,13.16,3.76,1.55,139647,11.32,Low
S0012,2025-12,Other,Standard,High,Strong,Effective,0,199.58,3.01,3.67,1.51,56694,13.64,Low
S0034,2025-02,Southeast,Standard,Low,Weak,Effective,0,313.9,19.71,2.91,1.61,163122,10.17,Low
S0144,2024-07,Southeast,Standard,Medium,Strong,Ineffective,0,690.78,18.0,2.42,1.7,130610,10.23,Low
S0060,2024-10,Midwest,Standard,Low,Moderate,Ineffective,0,227.29,14.82,2.88,1.25,124451,9.75,Low
S0177,2025-10,Southeast,New Products,Medium,Moderate,Ineffective,0,277.2,18.18,2.81,1.15,115000,10.13,High
S0120,2024-01,Southeast,Standard,Medium,Moderate,Effective,4,141.09,21.37,2.22,1.22,144412,3.51,Low
S0178,2025-01,Other,New Products,High,Strong,Ineffective,0,468.31,12.05,3.17,1.48,73443,10.76,High
S0123,2025-09,Midwest,Standard,Medium,Strong,Effective,1,285.15,14.72,3.28,1.4,97635,10.42,Low
S0187,2024-04,Southeast,New Products,Medium,Moderate,Effective,0,252.24,10.15,3.18,2.11,100795,12.18,High
S0206,2025-04,Midwest,New Products,Medium,Weak,Effective,1,158.32,14.62,2.53,2.07,90625,9.76,High
S0141,2025-06,Southeast,Standard,Low,Weak,Ineffective,0,590.99,23.14,3.31,1.67,180685,8.23,Low
S0120,2024-04,Southeast,Standard,Medium,Moderate,Ineffective,1,322.84,14.88,3.49,1.27,105290,9.64,Low
S0148,2024-09,Southeast,Specialty,Medium,Strong,Effective,1,329.6,9.98,4.1,1.79,111337,11.38,Low
S0020,2024-10,Southeast,Standard,High,Strong,Effective,2,312.99,9.66,2.49,2.03,76213,10.61,Low
S0029,2024-10,Midwest,Standard,Medium,Strong,Ineffective,0,118.18,10.65,2.14,2.22,109677,11.8,Low
S0081,2025-04,Other,Specialty,High,Weak,Effective,1,209.23,7.16,2.84,1.1,78239,11.77,Low
S0070,2025-03,Southeast,Specialty,High,Moderate,Effective,0,913.88,13.69,2.61,0.72,73612,10.43,Low
S0039,2025-08,Midwest,Standard,Medium,Weak,Effective,1,204.98,22.09,3.15,1.62,144379,7.4,Low
S0072,2025-11,Southeast,Standard,Medium,Strong,Effective,0,242.25,8.88,2.88,1.6,113522,11.09,Low
S0023,2024-03,Other,Specialty,High,Weak,Effective,0,131.16,0.99,2.73,1.38,87568,13.59,Low
S0048,2024-08,Midwest,Standard,Medium,Strong,Effective,2,135.8,12.48,3.07,2.3,93519,10.61,Low
S0210,2024-08,Southeast,New Products,High,Strong,Effective,0,1106.61,12.56,3.62,2.13,94661,10.25,High
S0049,2025-05,Other,Standard,High,Moderate,Effective,0,310.43,7.11,3.56,1.63,71397,12.82,Low
S0018,2025-03,Midwest,Standard,Medium,Moderate,Effective,0,1032.72,17.93,3.72,0.28,120039,9.82,Low
S0087,2025-02,Other,Specialty,Medium,Strong,Effective,1,482.22,7.07,2.97,1.26,94202,10.8,Low
S0160,2024-05,Other,New Products,Medium,Weak,Effective,0,295.74,12.57,3.2,1.69,75363,12.67,High
S0118,2024-11,Other,Standard,High,Strong,Effective,0,500.4,3.2,3.25,1.65,41280,12.93,Low
S0079,2025-11,Southeast,Standard,Low,Moderate,Effective,1,431.26,17.92,4.25,0.71,153988,9.18,Low
S0147,2025-04,Midwest,Specialty,Medium,Moderate,Effective,0,80.9,8.95,2.68,1.63,114045,12.04,Low
S0078,2024-02,Other,Standard,High,Moderate,Effective,1,399.73,7.48,2.93,1.94,74547,12.71,Low
S0171,2025-04,Midwest,New Products,High,Strong,Ineffective,1,240.63,9.84,3.31,2.3,85654,12.47,High
S0025,2024-09,Other,Specialty,High,Moderate,Effective,0,362.62,6.55,3.7,1.55,80808,12.18,Low
S0028,2024-10,Midwest,Specialty,Low,Moderate,Ineffective,0,500.22,21.03,3.26,1.32,143612,8.47,Low
S0052,2024-12,Midwest,Specialty,Medium,Strong,Effective,1,233.05,15.86,2.73,2.0,109605,10.67,Low
S0031,2024-12,Other,Specialty,Medium,Moderate,Ineffective,1,327.41,15.11,3.28,2.14,92967,9.82,Low
S0082,2024-02,Southeast,Standard,Medium,Moderate,Effective,0,396.78,18.82,2.33,1.82,121486,9.35,Low
S0152,2024-03,Other,New Products,High,Moderate,Ineffective,0,782.09,14.67,2.99,1.47,82497,11.35,High
S0045,2024-02,Other,Standard,High,Moderate,Ineffective,0,409.94,12.4,2.83,1.53,47239,10.71,Low
S0177,2025-08,Southeast,New Products,Medium,Strong,Ineffective,1,431.73,14.94,2.44,0.98,118285,10.35,High
S0091,2025-03,Midwest,Specialty,Low,Strong,Effective,0,132.1,6.86,3.53,1.46,88735,13.09,Low
S0208,2025-01,Other,New Products,High,Moderate,Effective,0,165.25,7.19,2.83,1.6,45404,12.76,High
S0210,2025-09,Southeast,New Products,Medium,Strong,Effective,0,118.33,3.39,4.0,2.01,67823,13.53,High
S0101,2025-06,Other,Standard,High,Moderate,Effective,0,130.93,2.46,3.22,2.48,54022,15.63,Low
S0020,2025-05,Southeast,Standard,Medium,Strong,Ineffective,1,360.41,14.18,3.12,2.45,98368,10.82,Low
S0086,2024-03,Midwest,Specialty,Low,Weak,Effective,0,217.52,18.1,2.55,1.67,163393,9.13,Low
S0021,2024-07,Other,Standard,High,Strong,Effective,0,211.61,5.05,3.37,1.52,62667,13.42,Low
S0190,2024-02,Midwest,New Products,Medium,Strong,Ineffective,1,175.69,11.6,2.27,0.99,84395,9.84,High
S0038,2025-08,Southeast,Standard,Low,Weak,Effective,0,253.87,16.19,4.0,0.87,135089,10.3,Low
S0186,2024-10,Other,New Products,Medium,Strong,Effective,1,436.84,7.39,3.84,1.86,102464,12.55,High
S0087,2024-09,Other,Specialty,Medium,Moderate,Effective,0,418.44,13.05,2.98,2.28,118581,11.08,Low
S0013,2024-03,Southeast,Standard,Medium,Moderate,Effective,0,123.37,6.82,2.59,2.28,78023,14.05,Low
S0168,2024-03,Other,New Products,High,Strong,Ineffective,0,211.99,4.72,3.34,2.11,65422,12.78,High
S0198,2025-10,Other,New Products,Medium,Moderate,Effective,1,300.6,8.82,3.52,1.19,91568,10.75,High
S0011,2025-01,Southeast,Standard,Low,Moderate,Effective,1,266.55,21.19,3.28,1.61,155749,6.91,Low
S0182,2025-07,Other,New Products,High,Moderate,Effective,0,199.88,3.33,3.58,1.88,57461,14.77,High
S0138,2025-04,Southeast,Standard,Medium,Strong,Ineffective,0,130.96,13.37,2.9,1.41,100271,11.49,Low
S0015,2025-03,Southeast,Standard,Low,Strong,Ineffective,0,349.59,12.82,3.24,1.39,149548,13.42,Low
S0094,2024-11,Southeast,Standard,Medium,Strong,Effective,0,83.85,8.96,4.25,1.42,83275,11.68,Low
S0085,2025-02,Midwest,Specialty,High,Weak,Effective,1,346.56,12.87,3.14,1.77,92365,9.56,Low
S0095,2025-08,Midwest,Specialty,Medium,Moderate,Effective,2,108.25,15.66,2.87,2.09,99188,8.87,Low
S0057,2024-01,Southeast,Standard,Medium,Strong,Ineffective,0,262.48,11.59,2.46,1.96,106761,12.95,Low
S0004,2025-07,Other,Specialty,High,Strong,Effective,0,255.88,3.73,3.76,2.24,59067,15.41,Low
S0068,2024-07,Midwest,Standard,High,Strong,Ineffective,2,123.32,12.17,3.52,2.45,83552,8.36,Low
S0183,2024-03,Southeast,New Products,Medium,Moderate,Ineffective,0,369.3,22.11,2.07,2.17,121167,8.08,High
S0059,2025-10,Midwest,Standard,Low,Strong,Ineffective,0,448.06,20.11,3.68,1.49,179131,10.57,Low
S0129,2025-11,Midwest,Standard,Low,Moderate,Ineffective,0,164.69,24.21,2.34,1.56,154851,8.31,Low
S0002,2024-03,Southeast,Standard,Low,Weak,Effective,0,706.77,17.39,1.29,1.84,140952,8.99,Low
S0076,2025-04,Midwest,Standard,Medium,Strong,Ineffective,0,347.38,16.68,2.69,1.75,110653,10.15,Low
S0108,2024-03,Midwest,Standard,Medium,Moderate,Effective,0,184.01,13.86,3.07,1.6,128691,10.49,Low
S0200,2025-08,Midwest,New Products,High,Moderate,Ineffective,1,367.78,22.35,1.46,1.85,128226,10.59,High
S0070,2024-03,Southeast,Specialty,Medium,Moderate,Ineffective,0,363.9,15.03,2.94,1.93,126122,10.87,Low
S0198,2024-06,Other,New Products,High,Moderate,Ineffective,0,239.1,8.52,2.54,1.43,41931,12.4,High
S0034,2025-04,Southeast,Standard,Medium,Strong,Effective,1,122.95,6.64,3.33,1.72,89182,11.02,Low
S0067,2024-09,Southeast,Standard,Low,Weak,Ineffective,3,281.61,25.45,2.02,0.86,166581,4.19,Low
S0153,2024-03,Midwest,New Products,High,Strong,Effective,1,667.32,9.24,2.6,1.86,66078,11.72,High
S0204,2025-02,Midwest,New Products,Medium,Strong,Effective,0,366.59,14.4,1.23,1.28,113842,9.01,High
S0106,2024-07,Other,Standard,High,Strong,Effective,0,85.55,2.41,2.45,1.93,80780,14.3,Low
S0073,2025-04,Other,Standard,Low,Strong,Effective,0,238.7,14.34,3.3,1.54,146116,10.67,Low
S0155,2025-09,Midwest,New Products,Medium,Strong,Ineffective,0,184.29,11.39,2.41,1.76,89392,12.68,High
S0099,2024-06,Midwest,Standard,Low,Strong,Effective,2,604.32,15.74,2.76,2.38,148485,8.78,Low
S0011,2025-03,Southeast,Standard,High,Strong,Ineffective,0,186.09,4.69,2.84,1.75,71160,12.88,Low
S0132,2025-04,Other,Specialty,Medium,Weak,Effective,2,170.88,12.77,2.6,1.56,111383,11.07,Low
S0140,2025-08,Midwest,Standard,Low,Moderate,Ineffective,0,295.68,25.88,2.87,1.81,161179,7.75,Low
S0034,2025-07,Southeast,Standard,Medium,Strong,Effective,0,849.43,15.57,3.03,1.63,105708,10.58,Low
S0184,2024-06,Midwest,New Products,Low,Moderate,Effective,1,186.33,8.02,2.89,1.17,109072,11.95,High
S0107,2024-09,Southeast,Standard,Medium,Weak,Effective,0,298.59,12.64,2.95,2.12,99100,11.54,Low
S0167,2025-10,Other,New Products,High,Moderate,Effective,1,311.13,8.64,2.24,2.53,64141,10.71,High
S0118,2024-03,Other,Standard,Low,Moderate,Ineffective,0,594.14,27.43,2.16,1.68,184817,7.65,Low
S0089,2024-10,Midwest,Specialty,High,Strong,Effective,3,265.37,14.82,2.12,1.19,90029,8.59,Low
S0209,2025-05,Midwest,New Products,Low,Moderate,Ineffective,0,302.07,22.03,2.95,1.49,158253,9.86,High
S0196,2024-05,Midwest,New Products,High,Moderate,Effective,1,132.34,6.78,2.78,1.94,62088,12.25,High
S0014,2024-04,Other,Specialty,High,Strong,Effective,1,950.96,6.1,2.92,1.47,86127,13.24,Low
S0205,2024-02,Midwest,New Products,Medium,Moderate,Effective,1,105.14,9.02,2.99,1.51,116768,11.23,High
S0104,2025-09,Other,Standard,Medium,Strong,Effective,1,606.16,9.59,2.66,2.0,92703,12.79,Low
S0069,2024-01,Midwest,Specialty,High,Strong,Effective,0,672.0,7.6,2.95,1.7,100523,14.22,Low
S0024,2024-02,Other,Standard,Low,Strong,Effective,0,245.08,6.73,3.27,2.4,115284,11.14,Low
S0079,2024-07,Southeast,Standard,Medium,Moderate,Effective,1,162.94,7.18,3.23,1.54,90266,12.44,Low
S0133,2024-05,Southeast,Specialty,Medium,Moderate,Ineffective,0,216.66,13.19,2.76,2.0,83287,11.62,Low
S0003,2025-10,Other,Standard,Medium,Strong,Ineffective,0,185.37,7.6,3.27,1.49,78718,12.23,Low
S0179,2025-04,Other,New Products,High,Moderate,Effective,0,524.77,5.31,3.45,1.8,77025,14.13,High
S0093,2024-06,Southeast,Standard,Low,Moderate,Ineffective,2,376.19,28.05,3.25,1.34,160818,5.8,Low
S0147,2024-06,Midwest,Specialty,Medium,Strong,Effective,0,71.09,6.86,3.06,1.39,56495,11.31,Low
S0167,2025-02,Other,New Products,High,Moderate,Effective,0,231.28,7.57,3.52,1.24,49850,12.46,High
S0043,2024-11,Other,Standard,Medium,Weak,Ineffective,0,192.05,12.82,3.36,1.0,150032,11.6,Low
S0132,2025-06,Other,Specialty,Medium,Strong,Effective,0,85.38,4.47,2.7,1.93,62356,13.49,Low
